serial,brand,gender,price,total_sale,seller_reviews,year,volume
17333,Cvstos,Men's watch/Unisex,1610565.0,800.0,653.0,2024-01-01,Medium Sale
17341,Norqain,Men's watch/Unisex,288667.5,1179.0,648.0,2024-01-01,Medium Sale
17343,Sandoz,Men's watch/Unisex,27637.5,760.0,484.0,1980-01-01,Medium Sale
17344,Laco,Men's watch/Unisex,30442.5,2330.0,1745.0,2024-01-01,Medium Sale
17354,Pequignet,Men's watch/Unisex,164670.0,1425.0,879.0,2024-01-01,Medium Sale
17360,Bulgari,Men's watch/Unisex,82500.0,1606.0,1147.0,2024-01-01,Medium Sale
17370,Bruno Söhnle,Women's watch,82335.0,1156.0,846.0,2024-01-01,Medium Sale
17371,Dubey & Schaldenbrand,Men's watch/Unisex,266970.0,398.0,334.0,1995-01-01,Low Sale
17372,Vacheron Constantin,Men's watch/Unisex,1076625.0,1153.0,859.0,2008-01-01,Medium Sale
17373,Burberry,Men's watch/Unisex,23347.5,14642.0,448.0,2024-01-01,High Sale
17375,Bovet,Men's watch/Unisex,3057367.5,416.0,278.0,2024-01-01,Low Sale
17377,Breguet,Men's watch/Unisex,1443750.0,327.0,212.0,2024-01-01,Low Sale
17379,Breitling,Men's watch/Unisex,247417.5,2946.0,2094.0,2024-01-01,High Sale
17388,Orient,Men's watch/Unisex,24172.5,956.0,443.0,2024-01-01,Medium Sale
17393,Hublot,Men's watch/Unisex,618337.5,615.0,435.0,2024-01-01,Low Sale
17397,Porsche Design,Men's watch/Unisex,153037.5,2482.0,1601.0,2022-01-01,Medium Sale
17398,Romain Jerome,Men's watch/Unisex,395175.0,549.0,480.0,2022-01-01,Low Sale
17406,Zodiac,Men's watch/Unisex,84975.0,14642.0,448.0,2019-01-01,High Sale
17412,H.Moser & Cie.,Men's watch/Unisex,2058375.0,3088.0,2340.0,2023-01-01,High Sale
17413,Claude Bernard,Men's watch/Unisex,46942.5,428.0,348.0,2023-01-01,Low Sale
17414,Breitling,Men's watch/Unisex,313087.5,502.0,407.0,2024-01-01,Low Sale
17420,Citizen,Men's watch/Unisex,244860.0,14642.0,448.0,2024-01-01,High Sale
17421,Formex,Men's watch/Unisex,175395.0,1076.0,944.0,2024-01-01,Medium Sale
17422,Eberhard & Co.,Men's watch/Unisex,344520.0,229.0,201.0,2024-01-01,Low Sale
17424,Meistersinger,Men's watch/Unisex,176715.0,680.0,488.0,2021-01-01,Low Sale
17436,Union Glashütte,Men's watch/Unisex,169537.5,433.0,274.0,2024-01-01,Low Sale
17437,Cyma,Men's watch/Unisex,60885.0,348.0,276.0,2024-01-01,Low Sale
17438,Nivada,Men's watch/Unisex,49252.5,1076.0,944.0,2024-01-01,Medium Sale
17441,Bruno Söhnle,Men's watch/Unisex,88605.0,7780.0,5150.0,2024-01-01,High Sale
17444,Davosa,Men's watch/Unisex,103785.0,8544.0,4712.0,2024-01-01,High Sale
17446,Casio,Men's watch/Unisex,12375.0,1425.0,879.0,2024-01-01,Medium Sale
17448,Sector,Men's watch/Unisex,11055.0,14642.0,7436.0,2024-01-01,High Sale
17449,Venezianico,Men's watch/Unisex,50572.5,819.0,672.0,2024-01-01,Medium Sale
17454,Ball,Men's watch/Unisex,243292.5,1463.0,1008.0,2023-01-01,Medium Sale
17458,Lorus,Women's watch,4372.5,14642.0,7436.0,2024-01-01,High Sale
17459,Stowa,Men's watch/Unisex,124410.0,344.0,286.0,2022-01-01,Low Sale
17466,Rotary,Men's watch/Unisex,22275.0,14642.0,7436.0,2024-01-01,High Sale
17470,U-Boat,Men's watch/Unisex,170032.5,366.0,320.0,2024-01-01,Low Sale
17473,Luminox,Men's watch/Unisex,32670.0,19490.0,12237.0,2024-01-01,High Sale
17478,B.R.M,Men's watch/Unisex,607530.0,566.0,448.0,2024-01-01,Low Sale
17486,Luminox,Men's watch/Unisex,35310.0,8544.0,4712.0,2024-01-01,High Sale
17489,Longines,Men's watch/Unisex,269362.5,324.0,225.0,2024-01-01,Low Sale
17496,Mondia,Men's watch/Unisex,20625.0,411.0,270.0,2019-01-01,Low Sale
17502,Yema,Men's watch/Unisex,178035.0,3109.0,2199.0,2024-01-01,High Sale
17515,Edox,Men's watch/Unisex,233145.0,14642.0,448.0,2022-01-01,High Sale
17516,Pequignet,Men's watch/Unisex,58162.5,638.0,553.0,2024-01-01,Low Sale
17522,Bruno Söhnle,Men's watch/Unisex,34815.0,14642.0,448.0,2024-01-01,High Sale
17523,Bell & Ross,Men's watch/Unisex,321750.0,3088.0,2340.0,2024-01-01,High Sale
17524,Swiss Military,Men's watch/Unisex,20460.0,14642.0,7436.0,2024-01-01,High Sale
17532,Frederique Constant,Men's watch/Unisex,51480.0,680.0,488.0,2024-01-01,Low Sale
17533,Seiko,Men's watch/Unisex,115500.0,457.0,332.0,2024-01-01,Low Sale
17535,Concord,Men's watch/Unisex,123750.0,212.0,189.0,2020-01-01,Low Sale
17541,Cuervo y Sobrinos,Men's watch/Unisex,219202.5,935.0,670.0,2022-01-01,Medium Sale
17542,Citizen,Men's watch/Unisex,11962.5,1425.0,879.0,2024-01-01,Medium Sale
17544,Zelos,Men's watch/Unisex,64432.5,1099.0,895.0,2024-01-01,Medium Sale
17545,Zodiac,Men's watch/Unisex,102712.5,431.0,277.0,2024-01-01,Low Sale
17548,Tudor,Men's watch/Unisex,307312.5,409.0,270.0,2023-01-01,Low Sale
17549,Chronoswiss,Men's watch/Unisex,205672.5,1598.0,943.0,2000-01-01,Medium Sale
17550,Oris,Men's watch/Unisex,313087.5,3088.0,2340.0,2021-01-01,High Sale
17551,Bomberg,Men's watch/Unisex,178942.5,14642.0,448.0,2021-01-01,High Sale
17552,Citizen,Men's watch/Unisex,31267.5,901.0,705.0,2024-01-01,Medium Sale
17557,Sinn,Men's watch/Unisex,178530.0,518.0,344.0,2011-01-01,Low Sale
17560,Police,Men's watch/Unisex,7672.5,14642.0,7436.0,2024-01-01,High Sale
17561,JeanRichard,Men's watch/Unisex,286357.5,757.0,480.0,2012-01-01,Medium Sale
17566,Franck Muller,Men's watch/Unisex,989917.5,459.0,279.0,2024-01-01,Low Sale
17568,Wenger,Men's watch/Unisex,21450.0,14642.0,7436.0,2024-01-01,High Sale
17572,Formex,Men's watch/Unisex,160132.5,1076.0,944.0,2024-01-01,Medium Sale
17573,Raymond Weil,Men's watch/Unisex,19387.5,1393.0,861.0,1988-01-01,Medium Sale
17578,Omega,Men's watch/Unisex,402187.5,1125.0,853.0,2021-01-01,Medium Sale
17582,Bruno Söhnle,Men's watch/Unisex,128370.0,7780.0,5150.0,2024-01-01,High Sale
17583,Bulgari,Men's watch/Unisex,1357125.0,3088.0,2340.0,2024-01-01,High Sale
17585,Aquastar,Men's watch/Unisex,984225.0,293.0,246.0,1960-01-01,Low Sale
17588,NOMOS,Women's watch,137692.5,399.0,327.0,2021-01-01,Low Sale
17593,Strom,Men's watch/Unisex,5430232.5,566.0,448.0,2024-01-01,Low Sale
17596,U-Boat,Men's watch/Unisex,169290.0,511.0,383.0,2023-01-01,Low Sale
17597,Ebel,Men's watch/Unisex,189750.0,1391.0,993.0,2024-01-01,Medium Sale
17599,Rado,Men's watch/Unisex,114097.5,3614.0,2570.0,2024-01-01,High Sale
17601,Blancpain,Women's watch,740437.5,1125.0,853.0,2024-01-01,Medium Sale
17602,Swiss Military,Men's watch/Unisex,16912.5,14642.0,7436.0,2024-01-01,High Sale
17606,Venezianico,Men's watch/Unisex,107332.5,819.0,672.0,2024-01-01,Medium Sale
17607,Roamer,Men's watch/Unisex,29040.0,14642.0,448.0,1975-01-01,High Sale
17609,Balmain,Women's watch,51892.5,1177.0,671.0,2024-01-01,Medium Sale
17616,Zeppelin,Men's watch/Unisex,24997.5,1609.0,1189.0,2024-01-01,Medium Sale
17618,Formex,Men's watch/Unisex,126142.5,1076.0,944.0,2024-01-01,Medium Sale
17619,Louis Vuitton,Men's watch/Unisex,222750.0,456.0,261.0,2022-01-01,Low Sale
17620,Orient,Men's watch/Unisex,21367.5,2073.0,1305.0,2023-01-01,Medium Sale
17630,Hermès,Women's watch,111870.0,373.0,296.0,2014-01-01,Low Sale
17631,Tiffany,Women's watch,140167.5,522.0,375.0,2024-01-01,Low Sale
17633,Rotary,Men's watch/Unisex,43065.0,2141.0,1488.0,2022-01-01,Medium Sale
17637,Breguet,Men's watch/Unisex,1031250.0,1153.0,859.0,2012-01-01,Medium Sale
17643,Sector,Men's watch/Unisex,11550.0,14642.0,7436.0,2024-01-01,High Sale
17648,Eterna,Women's watch,71527.5,591.0,435.0,2024-01-01,Low Sale
17652,Yema,Men's watch/Unisex,192307.5,343.0,300.0,2024-01-01,Low Sale
17653,F.P.Journe,Men's watch/Unisex,14020875.0,3088.0,2340.0,2024-01-01,High Sale
17658,Mühle Glashütte,Men's watch/Unisex,160627.5,433.0,274.0,2024-01-01,Low Sale
17659,Frederique Constant,Men's watch/Unisex,173250.0,267.0,196.0,2024-01-01,Low Sale
17660,Romain Jerome,Men's watch/Unisex,800250.0,239.0,188.0,2010-01-01,Low Sale
17666,Michele,Women's watch,122512.5,445.0,218.0,2024-01-01,Low Sale
17667,Bell & Ross,Men's watch/Unisex,299722.5,344.0,286.0,2019-01-01,Low Sale
17668,Raketa,Men's watch/Unisex,17902.5,496.0,412.0,1970-01-01,Low Sale
17684,Pequignet,Men's watch/Unisex,51562.5,1425.0,879.0,2024-01-01,Medium Sale
17685,Luminox,Men's watch/Unisex,44632.5,901.0,705.0,2024-01-01,Medium Sale
17686,Orient,Men's watch/Unisex,18150.0,319.0,169.0,2021-01-01,Low Sale
17687,Hanhart,Men's watch/Unisex,187027.5,1076.0,944.0,2024-01-01,Medium Sale
17690,Maserati,Men's watch/Unisex,15097.5,14642.0,7436.0,2024-01-01,High Sale
17691,Cvstos,Men's watch/Unisex,1064745.0,14642.0,448.0,2020-01-01,High Sale
17692,Rado,Men's watch/Unisex,216727.5,1629.0,1151.0,2024-01-01,Medium Sale
17693,CWC,Men's watch/Unisex,49252.5,14642.0,448.0,1990-01-01,High Sale
17694,Dubey & Schaldenbrand,Men's watch/Unisex,226875.0,14642.0,448.0,2017-01-01,High Sale
17695,Hamilton,Women's watch,69712.5,319.0,163.0,2024-01-01,Low Sale
17696,Breitling,Men's watch/Unisex,181087.5,409.0,270.0,2013-01-01,Low Sale
17700,Dubey & Schaldenbrand,Men's watch/Unisex,214665.0,363.0,206.0,2024-01-01,Low Sale
17705,Fortis,Men's watch/Unisex,114510.0,726.0,550.0,2024-01-01,Medium Sale
17707,Election,Women's watch,34485.0,14642.0,448.0,1900-01-01,High Sale
17708,Ublast,Men's watch/Unisex,24090.0,14642.0,448.0,2024-01-01,High Sale
17710,Vacheron Constantin,Men's watch/Unisex,2351250.0,306.0,242.0,2024-01-01,Low Sale
17711,Vulcain,Men's watch/Unisex,392782.5,819.0,672.0,2024-01-01,Medium Sale
17720,Corum,Women's watch,226875.0,249.0,172.0,2006-01-01,Low Sale
17721,A. Lange & Söhne,Men's watch/Unisex,4528837.5,226.0,193.0,2017-01-01,Low Sale
17722,Bomberg,Men's watch/Unisex,76395.0,2482.0,1601.0,2024-01-01,Medium Sale
17724,Rotary,Men's watch/Unisex,16500.0,14642.0,7436.0,2024-01-01,High Sale
17727,Hermès,Women's watch,160132.5,4404.0,3222.0,2016-01-01,High Sale
17732,Mühle Glashütte,Men's watch/Unisex,161040.0,819.0,672.0,2024-01-01,Medium Sale
17736,Rotary,Men's watch/Unisex,16912.5,14642.0,7436.0,2024-01-01,High Sale
17742,Corum,Women's watch,3712500.0,267.0,196.0,2024-01-01,Low Sale
17743,Breguet,Men's watch/Unisex,387750.0,1606.0,1147.0,2024-01-01,Medium Sale
17744,Certina,Men's watch/Unisex,16747.5,470.0,401.0,2023-01-01,Low Sale
17750,Luminox,Men's watch/Unisex,25410.0,2073.0,1305.0,2024-01-01,Medium Sale
17751,Tissot,Men's watch/Unisex,41250.0,14642.0,448.0,2023-01-01,High Sale
17752,Tutima,Men's watch/Unisex,232155.0,433.0,274.0,2024-01-01,Low Sale
17758,Heuer,Men's watch/Unisex,304095.0,203.0,149.0,1975-01-01,Low Sale
17764,Paul Picot,Women's watch,109147.5,5035.0,3909.0,2024-01-01,High Sale
17766,TW Steel,Men's watch/Unisex,26730.0,14642.0,7436.0,2024-01-01,High Sale
17770,Mühle Glashütte,Men's watch/Unisex,143137.5,14642.0,448.0,2017-01-01,High Sale
17771,Lip,Men's watch/Unisex,38362.5,3109.0,2199.0,2024-01-01,High Sale
17774,Zeno-Watch Basel,Men's watch/Unisex,137775.0,579.0,359.0,2024-01-01,Low Sale
17775,Lip,Men's watch/Unisex,178035.0,358.0,312.0,2024-01-01,Low Sale
17777,NOMOS,Men's watch/Unisex,146107.5,399.0,327.0,2024-01-01,Low Sale
17785,Jaermann & Stübi,Men's watch/Unisex,303270.0,6146.0,4678.0,2024-01-01,High Sale
17786,Bulgari,Men's watch/Unisex,1394250.0,267.0,196.0,2024-01-01,Low Sale
17794,Breitling,Men's watch/Unisex,271837.5,431.0,277.0,2023-01-01,Low Sale
17801,Favre-Leuba,Men's watch/Unisex,154770.0,215.0,196.0,2024-01-01,Low Sale
17807,Carl F. Bucherer,Men's watch/Unisex,465217.5,14642.0,448.0,2012-01-01,High Sale
17810,Universal Genève,Men's watch/Unisex,156585.0,1656.0,1130.0,2024-01-01,Medium Sale
17812,Edox,Men's watch/Unisex,9487.5,760.0,484.0,1980-01-01,Medium Sale
17814,M.A.D. Editions,Men's watch/Unisex,433867.5,14642.0,448.0,2023-01-01,High Sale
17815,Tissot,Men's watch/Unisex,27637.5,14642.0,448.0,2022-01-01,High Sale
17818,Sinn,Men's watch/Unisex,169125.0,509.0,426.0,1995-01-01,Low Sale
17820,Wempe,Men's watch/Unisex,55687.5,14642.0,448.0,2015-01-01,High Sale
17824,Ming,Men's watch/Unisex,354337.5,14642.0,448.0,2023-01-01,High Sale
17830,Hamilton,Women's watch,30937.5,319.0,163.0,2024-01-01,Low Sale
17831,Festina,Men's watch/Unisex,25822.5,14642.0,448.0,2019-01-01,High Sale
17832,Lip,Men's watch/Unisex,89512.5,293.0,246.0,1970-01-01,Low Sale
17834,Balmain,Women's watch,25080.0,14642.0,448.0,2024-01-01,High Sale
17835,Certina,Men's watch/Unisex,72930.0,1177.0,671.0,2024-01-01,Medium Sale
17841,Movado,Men's watch/Unisex,52717.5,2264.0,1331.0,2020-01-01,Medium Sale
17843,Traser,Men's watch/Unisex,85800.0,8544.0,4712.0,2024-01-01,High Sale
17848,Patek Philippe,Men's watch/Unisex,1897087.5,260.0,154.0,2016-01-01,Low Sale
17850,Epos,Men's watch/Unisex,124410.0,3327.0,2223.0,2024-01-01,High Sale
17855,Jaquet-Droz,Women's watch,573375.0,3088.0,2340.0,2024-01-01,High Sale
17858,Ernest Borel,Men's watch/Unisex,70620.0,313.0,257.0,2023-01-01,Low Sale
17864,Mido,Men's watch/Unisex,55110.0,14642.0,448.0,2024-01-01,High Sale
17865,IWC,Men's watch/Unisex,305167.5,225.0,173.0,2007-01-01,Low Sale
17867,Out of Order,Men's watch/Unisex,37620.0,1474.0,1090.0,2024-01-01,Medium Sale
17871,Maserati,Men's watch/Unisex,19222.5,14949.0,10175.0,2023-01-01,High Sale
17872,Festina,Women's watch,10642.5,14642.0,7436.0,2024-01-01,High Sale
17875,Jacques Lemans,Men's watch/Unisex,9075.0,14642.0,448.0,2014-01-01,High Sale
17877,Ming,Men's watch/Unisex,268455.0,2611.0,1785.0,2022-01-01,Medium Sale
17878,Union Glashütte,Men's watch/Unisex,295185.0,901.0,705.0,2024-01-01,Medium Sale
17879,Bulova,Men's watch/Unisex,40177.5,2264.0,1331.0,2020-01-01,Medium Sale
17883,TW Steel,Men's watch/Unisex,24997.5,14642.0,7436.0,2024-01-01,High Sale
17884,Cartier,Women's watch,400125.0,448.0,322.0,2015-01-01,Low Sale
17887,Venezianico,Men's watch/Unisex,106920.0,3109.0,2199.0,2024-01-01,High Sale
17889,Union Glashütte,Men's watch/Unisex,198660.0,12532.0,7856.0,2024-01-01,High Sale
17892,Ulysse Nardin,Men's watch/Unisex,7187812.5,2224.0,1454.0,2010-01-01,Medium Sale
17895,Daniel Roth,Men's watch/Unisex,2138482.5,779.0,619.0,2024-01-01,Medium Sale
17897,Maserati,Women's watch,14355.0,14642.0,7436.0,2024-01-01,High Sale
17899,Tudor,Men's watch/Unisex,284542.5,232.0,167.0,2019-01-01,Low Sale
17910,Ingersoll,Men's watch/Unisex,25822.5,14642.0,7436.0,2024-01-01,High Sale
17912,Certina,Men's watch/Unisex,26977.5,2030.0,1397.0,2019-01-01,Medium Sale
17913,Citizen,Men's watch/Unisex,11220.0,377.0,306.0,2024-01-01,Low Sale
17918,Aerowatch,Men's watch/Unisex,25987.5,14642.0,448.0,2018-01-01,High Sale
17927,Norqain,Men's watch/Unisex,380242.5,325.0,295.0,2024-01-01,Low Sale
17938,NOMOS,Men's watch/Unisex,98422.5,497.0,365.0,2024-01-01,Low Sale
17939,Chopard,Men's watch/Unisex,619740.0,14642.0,448.0,2023-01-01,High Sale
17944,Heuer,Men's watch/Unisex,270187.5,1393.0,861.0,1944-01-01,Medium Sale
17945,Junkers,Men's watch/Unisex,19222.5,1156.0,846.0,2024-01-01,Medium Sale
17948,U-Boat,Men's watch/Unisex,88027.5,366.0,320.0,2024-01-01,Low Sale
17949,Yema,Men's watch/Unisex,73755.0,1087.0,815.0,2024-01-01,Medium Sale
17955,Venezianico,Men's watch/Unisex,84975.0,1230.0,932.0,2024-01-01,Medium Sale
17958,Lancaster,Men's watch/Unisex,46117.5,14642.0,448.0,2000-01-01,High Sale
17959,Gruen,Men's watch/Unisex,23100.0,760.0,484.0,1970-01-01,Medium Sale
17967,Hanhart,Men's watch/Unisex,218295.0,1474.0,1090.0,2024-01-01,Medium Sale
17972,Franck Muller,Men's watch/Unisex,354667.5,400.0,200.0,2024-01-01,Low Sale
17974,Bulova,Men's watch/Unisex,93967.5,4027.0,3380.0,2024-01-01,High Sale
17975,Piaget,Women's watch,990000.0,250.0,165.0,1976-01-01,Low Sale
17981,Zeppelin,Men's watch/Unisex,31267.5,3109.0,2199.0,2024-01-01,High Sale
17982,TW Steel,Men's watch/Unisex,24997.5,14642.0,7436.0,2024-01-01,High Sale
17983,TW Steel,Men's watch/Unisex,14190.0,14642.0,7436.0,2024-01-01,High Sale
17984,Baume & Mercier,Men's watch/Unisex,82500.0,14642.0,448.0,2015-01-01,High Sale
17986,Laco,Men's watch/Unisex,87697.5,401.0,291.0,2023-01-01,Low Sale
17988,Glycine,Men's watch/Unisex,114262.5,322.0,204.0,2018-01-01,Low Sale
17989,Candino,Women's watch,35310.0,2845.0,1759.0,2024-01-01,Medium Sale
18003,Sector,Men's watch/Unisex,10642.5,14642.0,7436.0,2024-01-01,High Sale
18006,Venezianico,Men's watch/Unisex,61297.5,819.0,672.0,2024-01-01,Medium Sale
18008,Ingersoll,Men's watch/Unisex,24915.0,14642.0,7436.0,2024-01-01,High Sale
18009,Vacheron Constantin,Men's watch/Unisex,1480875.0,3088.0,2340.0,2024-01-01,High Sale
18010,Zeppelin,Men's watch/Unisex,47355.0,14642.0,7436.0,2024-01-01,High Sale
18014,Swiss Military,Men's watch/Unisex,28545.0,14642.0,7436.0,2024-01-01,High Sale
18017,Lanco,Men's watch/Unisex,31350.0,14642.0,448.0,1950-01-01,High Sale
18023,Sea-Gull,Men's watch/Unisex,57667.5,2054.0,1358.0,2022-01-01,Medium Sale
18024,Carl F. Bucherer,Men's watch/Unisex,379500.0,467.0,305.0,2020-01-01,Low Sale
18025,Hublot,Men's watch/Unisex,701250.0,14642.0,448.0,2011-01-01,High Sale
18029,Speake-Marin,Men's watch/Unisex,1252680.0,14642.0,448.0,2023-01-01,High Sale
18031,KHS,Men's watch/Unisex,24090.0,1609.0,1189.0,2024-01-01,Medium Sale
18038,Anonimo,Men's watch/Unisex,120780.0,2153.0,1368.0,2024-01-01,Medium Sale
18041,Iron Annie,Men's watch/Unisex,35722.5,14642.0,7436.0,2024-01-01,High Sale
18042,U-Boat,Men's watch/Unisex,214665.0,343.0,300.0,2024-01-01,Low Sale
18044,Glashütte Original,Men's watch/Unisex,1212750.0,267.0,196.0,2024-01-01,Low Sale
18045,Michele,Men's watch/Unisex,119625.0,431.0,277.0,2024-01-01,Low Sale
18050,Chanel,Men's watch/Unisex,259462.5,14642.0,448.0,2010-01-01,High Sale
18052,Chronoswiss,Men's watch/Unisex,263917.5,9683.0,7769.0,2000-01-01,High Sale
18057,Blancpain,Men's watch/Unisex,1979587.5,226.0,193.0,2019-01-01,Low Sale
18058,Mondaine,Men's watch/Unisex,27637.5,1425.0,879.0,2024-01-01,Medium Sale
18063,Benrus,Men's watch/Unisex,22687.5,1393.0,861.0,1974-01-01,Medium Sale
18070,Graham,Men's watch/Unisex,1542750.0,239.0,188.0,2024-01-01,Low Sale
18071,Tudor,Men's watch/Unisex,371250.0,544.0,399.0,2023-01-01,Low Sale
18073,Seiko,Men's watch/Unisex,31350.0,1463.0,1008.0,2023-01-01,Medium Sale
18083,Norqain,Men's watch/Unisex,469755.0,325.0,295.0,2024-01-01,Low Sale
18087,Porsche Design,Men's watch/Unisex,201300.0,906.0,723.0,1999-01-01,Medium Sale
18091,Steinhart,Men's watch/Unisex,77137.5,411.0,270.0,2024-01-01,Low Sale
18094,Corum,Men's watch/Unisex,329917.5,522.0,375.0,2024-01-01,Low Sale
18096,Sea-Gull,Men's watch/Unisex,29947.5,620.0,415.0,2024-01-01,Low Sale
18110,Orient,Men's watch/Unisex,89512.5,638.0,553.0,2024-01-01,Low Sale
18112,Traser,Men's watch/Unisex,96525.0,14642.0,7436.0,2024-01-01,High Sale
18120,Swatch,Men's watch/Unisex,24750.0,14642.0,448.0,2023-01-01,High Sale
18127,Milus,Men's watch/Unisex,178035.0,1076.0,944.0,2024-01-01,Medium Sale
18128,Frederique Constant,Men's watch/Unisex,259462.5,3118.0,2465.0,2024-01-01,High Sale
18129,Omega,Men's watch/Unisex,482625.0,545.0,358.0,2024-01-01,Low Sale
18132,Squale,Men's watch/Unisex,287182.5,2030.0,1397.0,1965-01-01,Medium Sale
18137,Alpina,Men's watch/Unisex,71362.5,1121.0,790.0,2024-01-01,Medium Sale
18138,Louis Erard,Men's watch/Unisex,427102.5,14642.0,448.0,2023-01-01,High Sale
18144,Traser,Men's watch/Unisex,84975.0,1474.0,1090.0,2024-01-01,Medium Sale
18146,Seiko,Men's watch/Unisex,31350.0,1177.0,671.0,2024-01-01,Medium Sale
18149,Bulgari,Men's watch/Unisex,214500.0,1606.0,1147.0,2024-01-01,Medium Sale
18161,Titus,Men's watch/Unisex,16087.5,1393.0,861.0,1952-01-01,Medium Sale
18169,Junghans,Men's watch/Unisex,173497.5,250.0,219.0,2019-01-01,Low Sale
18172,Michele,Women's watch,131587.5,431.0,277.0,2024-01-01,Low Sale
18174,Zenith,Men's watch/Unisex,825000.0,2440.0,1789.0,2024-01-01,Medium Sale
18175,Vostok,Men's watch/Unisex,11550.0,805.0,552.0,2024-01-01,Medium Sale
18179,Certina,Women's watch,22357.5,274.0,228.0,2022-01-01,Low Sale
18182,Eterna,Men's watch/Unisex,56347.5,496.0,412.0,1982-01-01,Low Sale
18185,Tudor,Men's watch/Unisex,263917.5,457.0,332.0,2024-01-01,Low Sale
18186,Zeppelin,Women's watch,16830.0,14642.0,7436.0,2024-01-01,High Sale
18189,Tissot,Men's watch/Unisex,144375.0,2264.0,1331.0,2024-01-01,Medium Sale
18192,Glycine,Men's watch/Unisex,79695.0,2439.0,1697.0,2024-01-01,Medium Sale
18194,Mido,Men's watch/Unisex,152625.0,1177.0,671.0,2023-01-01,Medium Sale
18195,Zodiac,Men's watch/Unisex,118800.0,1177.0,671.0,2024-01-01,Medium Sale
18196,Iron Annie,Men's watch/Unisex,26730.0,229.0,197.0,2010-01-01,Low Sale
18197,IWC,Men's watch/Unisex,484687.5,1125.0,853.0,2022-01-01,Medium Sale
18198,Lorus,Men's watch/Unisex,10642.5,14642.0,7436.0,2024-01-01,High Sale
18202,Union Glashütte,Men's watch/Unisex,250387.5,1121.0,790.0,2024-01-01,Medium Sale
18204,Norqain,Men's watch/Unisex,330412.5,14642.0,448.0,2024-01-01,High Sale
18205,Invicta,Men's watch/Unisex,5197.5,14642.0,448.0,2024-01-01,High Sale
18207,Armani,Men's watch/Unisex,27307.5,5467.0,3308.0,2019-01-01,High Sale
18208,Blancpain,Men's watch/Unisex,1985775.0,1424.0,742.0,2024-01-01,Medium Sale
18211,Revue Thommen,Men's watch/Unisex,181170.0,14642.0,448.0,1994-01-01,High Sale
18213,Salvatore Ferragamo,Men's watch/Unisex,54615.0,14642.0,448.0,2024-01-01,High Sale
18216,Bruno Söhnle,Men's watch/Unisex,49087.5,1244.0,830.0,2022-01-01,Medium Sale
18217,Bremont,Men's watch/Unisex,485430.0,14642.0,448.0,2013-01-01,High Sale
18221,Parmigiani Fleurier,Men's watch/Unisex,1625250.0,239.0,188.0,2022-01-01,Low Sale
18224,Venezianico,Men's watch/Unisex,142725.0,343.0,300.0,2024-01-01,Low Sale
18226,Glashütte Original,Men's watch/Unisex,268372.5,344.0,286.0,1999-01-01,Low Sale
18227,Mondaine,Men's watch/Unisex,62287.5,1463.0,1008.0,2024-01-01,Medium Sale
18230,Seiko,Men's watch/Unisex,26812.5,1463.0,1008.0,2023-01-01,Medium Sale
18236,NOMOS,Men's watch/Unisex,241560.0,3118.0,2465.0,2024-01-01,High Sale
18238,Roamer,Men's watch/Unisex,22357.5,14642.0,448.0,1970-01-01,High Sale
18240,Zeppelin,Men's watch/Unisex,29452.5,2330.0,1745.0,2024-01-01,Medium Sale
18241,Dietrich,Men's watch/Unisex,173580.0,1266.0,750.0,2024-01-01,Medium Sale
18243,Porsche Design,Men's watch/Unisex,304177.5,14642.0,448.0,1980-01-01,High Sale
18246,Grönefeld,Men's watch/Unisex,3708375.0,3088.0,2340.0,2020-01-01,High Sale
18247,Steinhart,Men's watch/Unisex,58987.5,411.0,270.0,2024-01-01,Low Sale
18255,Cartier,Men's watch/Unisex,614625.0,255.0,129.0,2024-01-01,Low Sale
18257,Zeppelin,Men's watch/Unisex,26730.0,2330.0,1745.0,2024-01-01,Medium Sale
18259,Hublot,Men's watch/Unisex,651750.0,397.0,285.0,2015-01-01,Low Sale
18263,Roger Dubuis,Men's watch/Unisex,2367750.0,239.0,188.0,2010-01-01,Low Sale
18264,Bruno Söhnle,Men's watch/Unisex,132412.5,1156.0,846.0,2024-01-01,Medium Sale
18271,Lanco,Men's watch/Unisex,18150.0,760.0,484.0,1970-01-01,Medium Sale
18274,Cartier,Women's watch,354337.5,431.0,277.0,2024-01-01,Low Sale
18281,Citizen,Men's watch/Unisex,28627.5,393.0,284.0,2024-01-01,Low Sale
18284,Ball,Men's watch/Unisex,115500.0,319.0,169.0,2023-01-01,Low Sale
18287,Jorg Hysek,Men's watch/Unisex,532372.5,230.0,202.0,2023-01-01,Low Sale
18290,Rolex,Men's watch/Unisex,824587.5,1224.0,821.0,2024-01-01,Medium Sale
18299,Mühle Glashütte,Men's watch/Unisex,183315.0,14950.0,10175.0,2024-01-01,High Sale
18302,Alfred Dunhill,Men's watch/Unisex,402600.0,14642.0,448.0,2024-01-01,High Sale
18304,Wittnauer,Men's watch/Unisex,174652.5,14642.0,448.0,1950-01-01,High Sale
18320,Lorenz,Men's watch/Unisex,53707.5,14642.0,448.0,2024-01-01,High Sale
18322,Dior,Women's watch,453667.5,522.0,375.0,2024-01-01,Low Sale
18325,Vulcain,Men's watch/Unisex,210375.0,3088.0,2340.0,2024-01-01,High Sale
18329,Jacob & Co.,Women's watch,123667.5,267.0,196.0,2024-01-01,Low Sale
