serial,brand,gender,price,total_sale,seller_reviews,year,volume
1078,Festina,Men's watch/Unisex,8827.5,14641.0,7432.0,2024-01-01,High Sale
1082,Ming,Men's watch/Unisex,1068375.0,3088.0,2340.0,2024-01-01,High Sale
1087,Steinhart,Men's watch/Unisex,61875.0,14642.0,448.0,2020-01-01,High Sale
1090,Louis Vuitton,Men's watch/Unisex,140497.5,855.0,633.0,2017-01-01,Medium Sale
1091,Raymond Weil,Men's watch/Unisex,115087.5,3088.0,2340.0,2024-01-01,High Sale
1092,Panerai,Men's watch/Unisex,622875.0,271.0,204.0,2021-01-01,Low Sale
1093,Roger Dubuis,Men's watch/Unisex,1645875.0,3088.0,2340.0,2024-01-01,High Sale
1094,Swiss Military,Women's watch,17820.0,14641.0,7432.0,2024-01-01,High Sale
1096,Audemars Piguet,Men's watch/Unisex,1484175.0,593.0,354.0,2024-01-01,Low Sale
1101,Gérald Genta,Men's watch/Unisex,3035092.5,1424.0,878.0,2024-01-01,Medium Sale
1102,Gruen,Women's watch,19387.5,1393.0,860.0,1926-01-01,Medium Sale
1104,Police,Women's watch,13365.0,14641.0,7432.0,2024-01-01,High Sale
1111,Swiss Military,Men's watch/Unisex,19635.0,14641.0,7432.0,2024-01-01,High Sale
1112,Lacoste,Women's watch,12375.0,14641.0,7432.0,2024-01-01,High Sale
1115,Jean Marcel,Men's watch/Unisex,125812.5,2439.0,1697.0,2024-01-01,Medium Sale
1116,Formex,Men's watch/Unisex,154687.5,1075.0,943.0,2024-01-01,Medium Sale
1117,Gucci,Men's watch/Unisex,78375.0,445.0,218.0,2024-01-01,Low Sale
1118,Michele,Women's watch,76312.5,431.0,277.0,2024-01-01,Low Sale
1127,Maurice Lacroix,Men's watch/Unisex,387750.0,239.0,188.0,2015-01-01,Low Sale
1129,Locman,Men's watch/Unisex,78705.0,343.0,300.0,2024-01-01,Low Sale
1131,Michele,Women's watch,32587.5,1424.0,878.0,2023-01-01,Medium Sale
1137,Ernest Borel,Men's watch/Unisex,53295.0,313.0,257.0,2024-01-01,Low Sale
1139,Cornehl,Men's watch/Unisex,1601572.5,566.0,448.0,2024-01-01,Low Sale
1141,Chronoswiss,Men's watch/Unisex,206167.5,380.0,272.0,2020-01-01,Low Sale
1145,Balmain,Women's watch,36712.5,14642.0,448.0,2004-01-01,High Sale
1146,Breitling,Men's watch/Unisex,288337.5,791.0,574.0,2024-01-01,Medium Sale
1147,B.R.M,Men's watch/Unisex,648697.5,566.0,448.0,2024-01-01,Low Sale
1150,Chopard,Men's watch/Unisex,1205077.5,2224.0,1454.0,2022-01-01,Medium Sale
1155,Zodiac,Men's watch/Unisex,129690.0,3109.0,2199.0,2024-01-01,High Sale
1156,Rolex,Men's watch/Unisex,832837.5,523.0,332.0,1989-01-01,Low Sale
1158,Omega,Men's watch/Unisex,395835.0,299.0,200.0,2024-01-01,Low Sale
1162,Terra Cielo Mare,Men's watch/Unisex,93967.5,14642.0,448.0,2015-01-01,High Sale
1166,Sector,Men's watch/Unisex,6930.0,14641.0,7432.0,2024-01-01,High Sale
1168,Davosa,Men's watch/Unisex,66990.0,14642.0,448.0,2024-01-01,High Sale
1173,Richard Mille,Men's watch/Unisex,24824167.5,1424.0,742.0,2010-01-01,Medium Sale
1177,Sector,Men's watch/Unisex,11055.0,14641.0,7432.0,2024-01-01,High Sale
1184,Michel Herbelin,Men's watch/Unisex,40260.0,14642.0,448.0,2024-01-01,High Sale
1188,Armand Nicolet,Men's watch/Unisex,171930.0,2439.0,1697.0,2024-01-01,Medium Sale
1190,Fortis,Men's watch/Unisex,192390.0,383.0,275.0,1997-01-01,Low Sale
1194,Omega,Men's watch/Unisex,276375.0,409.0,270.0,2014-01-01,Low Sale
1200,Dewitt,Men's watch/Unisex,1609657.5,516.0,365.0,2012-01-01,Low Sale
1201,Cuervo y Sobrinos,Men's watch/Unisex,169950.0,5466.0,3308.0,2024-01-01,High Sale
1210,Raketa,Men's watch/Unisex,13365.0,14642.0,448.0,1970-01-01,High Sale
1221,Omega,Men's watch/Unisex,391462.5,407.0,308.0,2024-01-01,Low Sale
1222,TW Steel,Men's watch/Unisex,17820.0,14641.0,7432.0,2024-01-01,High Sale
1223,Lüm-Tec,Men's watch/Unisex,47520.0,14642.0,448.0,2022-01-01,High Sale
1232,Nivada,Men's watch/Unisex,103372.5,1075.0,943.0,2024-01-01,Medium Sale
1233,Perrelet,Men's watch/Unisex,425040.0,1004.0,784.0,2022-01-01,Medium Sale
1234,Police,Men's watch/Unisex,8002.5,14641.0,7432.0,2024-01-01,High Sale
1235,Jaeger-LeCoultre,Men's watch/Unisex,482625.0,594.0,395.0,2000-01-01,Low Sale
1236,Fortis,Men's watch/Unisex,142230.0,14642.0,448.0,2024-01-01,High Sale
1238,Mühle Glashütte,Men's watch/Unisex,232155.0,433.0,274.0,2024-01-01,Low Sale
1241,Luminox,Men's watch/Unisex,129277.5,1608.0,1188.0,2024-01-01,Medium Sale
1243,Venezianico,Men's watch/Unisex,50572.5,1230.0,932.0,2024-01-01,Medium Sale
1247,Venezianico,Men's watch/Unisex,84892.5,14642.0,448.0,2014-01-01,High Sale
1251,Yema,Men's watch/Unisex,133485.0,1087.0,815.0,2024-01-01,Medium Sale
1263,Union Glashütte,Men's watch/Unisex,169125.0,509.0,425.0,2010-01-01,Low Sale
1264,IWC,Men's watch/Unisex,558937.5,1125.0,853.0,2024-01-01,Medium Sale
1265,Chanel,Men's watch/Unisex,519667.5,516.0,333.0,2024-01-01,Low Sale
1270,Ernest Borel,Men's watch/Unisex,44632.5,14642.0,448.0,1940-01-01,High Sale
1271,DuBois et fils,Men's watch/Unisex,666600.0,1075.0,943.0,2024-01-01,Medium Sale
1281,Blancpain,Men's watch/Unisex,699187.5,1281.0,800.0,2022-01-01,Medium Sale
1291,Harry Winston,Women's watch,4034250.0,266.0,196.0,2024-01-01,Low Sale
1293,Spinnaker,Men's watch/Unisex,35722.5,14641.0,7432.0,2024-01-01,High Sale
1299,Arnold & Son,Men's watch/Unisex,1113750.0,1153.0,859.0,2024-01-01,Medium Sale
1300,Doxa,Men's watch/Unisex,133320.0,8544.0,4711.0,2024-01-01,High Sale
1304,Tissot,Men's watch/Unisex,26812.5,2264.0,1329.0,2024-01-01,Medium Sale
1305,Cuervo y Sobrinos,Men's watch/Unisex,304177.5,935.0,670.0,2024-01-01,Medium Sale
1306,Patek Philippe,Men's watch/Unisex,14025000.0,284.0,199.0,2017-01-01,Low Sale
1317,Versace,Men's watch/Unisex,70702.5,14641.0,7432.0,2024-01-01,High Sale
1322,Richard Mille,Men's watch/Unisex,13777500.0,544.0,399.0,2018-01-01,Low Sale
1332,De Grisogono,Men's watch/Unisex,1221000.0,327.0,212.0,2012-01-01,Low Sale
1333,Longines,Women's watch,40837.5,319.0,163.0,2024-01-01,Low Sale
1338,Sevenfriday,Men's watch/Unisex,48262.5,14642.0,448.0,2024-01-01,High Sale
1339,Frederique Constant,Men's watch/Unisex,106920.0,497.0,380.0,2024-01-01,Low Sale
1342,Luminox,Men's watch/Unisex,22605.0,2073.0,1305.0,2024-01-01,Medium Sale
1343,Technos,Men's watch/Unisex,9487.5,759.0,484.0,1980-01-01,Medium Sale
1345,Zeppelin,Men's watch/Unisex,29452.5,3109.0,2199.0,2024-01-01,High Sale
1346,Eberhard & Co.,Men's watch/Unisex,192390.0,2032.0,1631.0,2017-01-01,Medium Sale
1350,Formex,Men's watch/Unisex,147675.0,1075.0,943.0,2024-01-01,Medium Sale
1353,Angelus,Men's watch/Unisex,482625.0,14642.0,448.0,1950-01-01,High Sale
1356,Wakmann,Men's watch/Unisex,107250.0,223.0,151.0,1970-01-01,Low Sale
1358,Sinn,Men's watch/Unisex,232567.5,1548.0,1067.0,2024-01-01,Medium Sale
1359,Bremont,Men's watch/Unisex,140167.5,2206.0,1611.0,2024-01-01,Medium Sale
1360,Alpina,Men's watch/Unisex,74167.5,14642.0,448.0,2024-01-01,High Sale
1362,Angelus,Men's watch/Unisex,309375.0,14642.0,448.0,1950-01-01,High Sale
1368,Hermès,Women's watch,241065.0,249.0,172.0,2020-01-01,Low Sale
1369,Festina,Men's watch/Unisex,16005.0,1608.0,1188.0,2024-01-01,Medium Sale
1370,Franc Vila,Men's watch/Unisex,965250.0,239.0,188.0,2010-01-01,Low Sale
1373,Police,Women's watch,13365.0,14641.0,7432.0,2024-01-01,High Sale
1377,Perrelet,Men's watch/Unisex,445582.5,1004.0,784.0,2023-01-01,Medium Sale
1378,Michel Herbelin,Men's watch/Unisex,47025.0,2330.0,1745.0,2024-01-01,Medium Sale
1379,Franck Muller,Men's watch/Unisex,2103750.0,256.0,203.0,2024-01-01,Low Sale
1381,Chanel,Women's watch,267547.5,4404.0,3220.0,2017-01-01,High Sale
1382,Girard Perregaux,Men's watch/Unisex,650760.0,225.0,173.0,2022-01-01,Low Sale
1386,Swiss Military,Men's watch/Unisex,84892.5,14641.0,7432.0,2024-01-01,High Sale
1387,Mühle Glashütte,Men's watch/Unisex,128782.5,5466.0,3308.0,2024-01-01,High Sale
1388,Bruno Söhnle,Men's watch/Unisex,38197.5,7780.0,5149.0,2024-01-01,High Sale
1390,Lorus,Women's watch,14767.5,14642.0,448.0,1989-01-01,High Sale
1393,Jacob & Co.,Men's watch/Unisex,618667.5,522.0,375.0,2024-01-01,Low Sale
1396,Hublot,Men's watch/Unisex,1398375.0,3088.0,2340.0,2024-01-01,High Sale
1399,Gruen,Men's watch/Unisex,72187.5,1393.0,860.0,1971-01-01,Medium Sale
1401,Lüm-Tec,Men's watch/Unisex,61462.5,411.0,270.0,2022-01-01,Low Sale
1402,Concord,Men's watch/Unisex,96937.5,1393.0,860.0,1982-01-01,Medium Sale
1405,Hermès,Men's watch/Unisex,123750.0,397.0,285.0,2024-01-01,Low Sale
1406,Breitling,Men's watch/Unisex,420750.0,232.0,167.0,2022-01-01,Low Sale
1408,Dugena,Women's watch,210292.5,1656.0,1129.0,2024-01-01,Medium Sale
1409,Bell & Ross,Men's watch/Unisex,457875.0,3088.0,2340.0,2024-01-01,High Sale
1413,Formex,Men's watch/Unisex,160132.5,1075.0,943.0,2024-01-01,Medium Sale
1421,Jacob & Co.,Men's watch/Unisex,371167.5,522.0,375.0,2024-01-01,Low Sale
1422,Venezianico,Men's watch/Unisex,98010.0,819.0,672.0,2024-01-01,Medium Sale
1423,Lip,Men's watch/Unisex,57172.5,3109.0,2199.0,2024-01-01,High Sale
1426,Edox,Men's watch/Unisex,150232.5,428.0,348.0,2023-01-01,Low Sale
1430,Tutima,Men's watch/Unisex,223657.5,393.0,284.0,2024-01-01,Low Sale
1432,Mühle Glashütte,Men's watch/Unisex,76065.0,1864.0,1151.0,2020-01-01,Medium Sale
1433,Junghans,Men's watch/Unisex,63195.0,14642.0,448.0,2021-01-01,High Sale
1437,F.P.Journe,Men's watch/Unisex,24832417.5,1330.0,883.0,2017-01-01,Medium Sale
1443,Audemars Piguet,Men's watch/Unisex,4949587.5,231.0,172.0,2014-01-01,Low Sale
1450,Invicta,Men's watch/Unisex,31350.0,14642.0,448.0,2014-01-01,High Sale
1454,Gérald Genta,Men's watch/Unisex,1386907.5,483.0,388.0,1990-01-01,Low Sale
1456,Swiss Military,Men's watch/Unisex,35722.5,14641.0,7432.0,2024-01-01,High Sale
1461,Hermès,Men's watch/Unisex,250470.0,263.0,183.0,2010-01-01,Low Sale
1462,Raidillon,Men's watch/Unisex,281820.0,358.0,312.0,2023-01-01,Low Sale
1467,Louis Moinet,Men's watch/Unisex,1963995.0,566.0,448.0,2021-01-01,Low Sale
1472,Citizen,Men's watch/Unisex,35062.5,14642.0,448.0,2020-01-01,High Sale
1481,Sea-Gull,Men's watch/Unisex,60142.5,2054.0,1357.0,2022-01-01,Medium Sale
1488,Heuer,Men's watch/Unisex,301125.0,14642.0,448.0,1972-01-01,High Sale
1492,A. Lange & Söhne,Men's watch/Unisex,5114917.5,701.0,454.0,2021-01-01,Low Sale
1497,Blancpain,Men's watch/Unisex,981750.0,1281.0,800.0,2022-01-01,Medium Sale
1498,Spinnaker,Men's watch/Unisex,49252.5,3109.0,2199.0,2024-01-01,High Sale
1501,Oris,Men's watch/Unisex,154275.0,1176.0,667.0,2023-01-01,Medium Sale
1517,Gucci,Men's watch/Unisex,45375.0,14642.0,448.0,2020-01-01,High Sale
1521,Vacheron Constantin,Men's watch/Unisex,2140875.0,3088.0,2340.0,2017-01-01,High Sale
1522,Versace,Men's watch/Unisex,57172.5,14641.0,7432.0,2024-01-01,High Sale
1523,Nivada,Men's watch/Unisex,83242.5,1474.0,1090.0,2024-01-01,Medium Sale
1534,Guess,Women's watch,7177.5,14641.0,7432.0,2024-01-01,High Sale
1537,Victorinox Swiss Army,Men's watch/Unisex,39847.5,2141.0,1488.0,2020-01-01,Medium Sale
1539,Seiko,Men's watch/Unisex,286687.5,1125.0,853.0,2024-01-01,Medium Sale
1540,Cuervo y Sobrinos,Men's watch/Unisex,168135.0,14948.0,10172.0,2024-01-01,High Sale
1556,Alpina,Men's watch/Unisex,192307.5,701.0,596.0,2022-01-01,Low Sale
1567,Laco,Men's watch/Unisex,115417.5,428.0,348.0,2024-01-01,Low Sale
1578,Paul Picot,Men's watch/Unisex,107250.0,14642.0,448.0,2000-01-01,High Sale
1580,Jacques Lemans,Men's watch/Unisex,7177.5,14642.0,448.0,2019-01-01,High Sale
1586,Alain Silberstein,Men's watch/Unisex,136290.0,2439.0,1697.0,2024-01-01,Medium Sale
1590,Alexander Shorokhoff,Men's watch/Unisex,671055.0,1598.0,943.0,2010-01-01,Medium Sale
1591,Boldr,Men's watch/Unisex,41167.5,3109.0,2199.0,2024-01-01,High Sale
1592,Festina,Women's watch,8002.5,14641.0,7432.0,2024-01-01,High Sale
1594,Certina,Men's watch/Unisex,79612.5,8544.0,4711.0,2024-01-01,High Sale
1595,IWC,Men's watch/Unisex,385687.5,1125.0,853.0,2024-01-01,Medium Sale
1598,Tiffany,Women's watch,80850.0,937.0,580.0,2024-01-01,Medium Sale
1599,Bulova,Men's watch/Unisex,13612.5,1393.0,860.0,1984-01-01,Medium Sale
1602,H.Moser & Cie.,Men's watch/Unisex,3297937.5,265.0,175.0,2024-01-01,Low Sale
1606,Breitling,Men's watch/Unisex,1064250.0,1281.0,800.0,2024-01-01,Medium Sale
1610,Benzinger,Men's watch/Unisex,921607.5,566.0,448.0,2024-01-01,Low Sale
1618,Franck Muller,Men's watch/Unisex,494917.5,2946.0,2094.0,2024-01-01,High Sale
1619,Sinn,Men's watch/Unisex,231000.0,14642.0,448.0,2021-01-01,High Sale
1620,Rolex,Men's watch/Unisex,1154175.0,255.0,129.0,2024-01-01,Low Sale
1628,Certina,Men's watch/Unisex,89512.5,726.0,550.0,2024-01-01,Medium Sale
1630,A. Lange & Söhne,Men's watch/Unisex,3543375.0,271.0,204.0,2022-01-01,Low Sale
1638,Jaquet-Droz,Men's watch/Unisex,581625.0,1474.0,1090.0,2024-01-01,Medium Sale
1640,Jaeger-LeCoultre,Men's watch/Unisex,447315.0,466.0,396.0,1994-01-01,Low Sale
1644,Swiss Military,Men's watch/Unisex,35722.5,14641.0,7432.0,2024-01-01,High Sale
1646,Mühle Glashütte,Men's watch/Unisex,147675.0,1244.0,830.0,2024-01-01,Medium Sale
1655,Glashütte Original,Men's watch/Unisex,792000.0,266.0,196.0,2023-01-01,Low Sale
1664,Pequignet,Men's watch/Unisex,116325.0,358.0,312.0,2024-01-01,Low Sale
1667,Formex,Men's watch/Unisex,126142.5,3109.0,2199.0,2024-01-01,High Sale
1669,Romain Jerome,Men's watch/Unisex,1361250.0,1153.0,859.0,2019-01-01,Medium Sale
1672,Tonino Lamborghini,Women's watch,120780.0,598.0,367.0,2023-01-01,Low Sale
1674,Baume & Mercier,Women's watch,123750.0,1606.0,1147.0,2024-01-01,Medium Sale
1676,Sinn,Men's watch/Unisex,144540.0,1583.0,1086.0,2024-01-01,Medium Sale
1677,Poljot,Women's watch,41085.0,1608.0,1188.0,2024-01-01,Medium Sale
1680,Orient,Men's watch/Unisex,24997.5,14641.0,7432.0,2024-01-01,High Sale
1681,Vostok,Men's watch/Unisex,5362.5,14642.0,448.0,1978-01-01,High Sale
1686,Dior,Women's watch,157162.5,811.0,641.0,2024-01-01,Medium Sale
1691,Movado,Men's watch/Unisex,226875.0,545.0,372.0,2024-01-01,Low Sale
1693,Grand Seiko,Men's watch/Unisex,272167.5,14642.0,448.0,2023-01-01,High Sale
1694,Omega,Men's watch/Unisex,274725.0,3534.0,2000.0,2000-01-01,High Sale
1699,Graham,Men's watch/Unisex,391545.0,14642.0,448.0,2020-01-01,High Sale
1703,Swatch,Men's watch/Unisex,32917.5,14642.0,448.0,2024-01-01,High Sale
1706,Ulysse Nardin,Men's watch/Unisex,658762.5,545.0,372.0,2024-01-01,Low Sale
1713,Audemars Piguet,Men's watch/Unisex,3840375.0,397.0,285.0,2016-01-01,Low Sale
1720,Panerai,Men's watch/Unisex,523875.0,409.0,270.0,2014-01-01,Low Sale
1726,Blancpain,Men's watch/Unisex,771870.0,1424.0,878.0,2024-01-01,Medium Sale
1728,Hanhart,Men's watch/Unisex,222832.5,1075.0,943.0,2024-01-01,Medium Sale
1729,Hermès,Women's watch,111870.0,373.0,296.0,2024-01-01,Low Sale
1731,Junghans,Men's watch/Unisex,54202.5,14642.0,448.0,1998-01-01,High Sale
1732,Norqain,Men's watch/Unisex,300960.0,299.0,200.0,2024-01-01,Low Sale
1733,Porsche Design,Men's watch/Unisex,742417.5,266.0,196.0,2024-01-01,Low Sale
1735,Pequignet,Women's watch,116985.0,1424.0,878.0,2024-01-01,Medium Sale
1736,Baume & Mercier,Men's watch/Unisex,81675.0,3531.0,2421.0,2024-01-01,High Sale
1740,Sevenfriday,Men's watch/Unisex,89347.5,229.0,197.0,2022-01-01,Low Sale
1741,Norqain,Men's watch/Unisex,284625.0,1424.0,878.0,2024-01-01,Medium Sale
1743,Louis Vuitton,Men's watch/Unisex,134475.0,2889.0,2092.0,2024-01-01,Medium Sale
1744,Swiss Military,Men's watch/Unisex,20460.0,14641.0,7432.0,2024-01-01,High Sale
1746,Traser,Men's watch/Unisex,49995.0,14641.0,7432.0,2024-01-01,High Sale
1751,Edox,Men's watch/Unisex,93720.0,2073.0,1305.0,2024-01-01,Medium Sale
1754,Maurice Lacroix,Women's watch,35062.5,617.0,393.0,2005-01-01,Low Sale
1759,Venezianico,Men's watch/Unisex,61710.0,14642.0,448.0,2024-01-01,High Sale
1762,Fortis,Men's watch/Unisex,608437.5,8544.0,4711.0,2024-01-01,High Sale
1763,Luminox,Men's watch/Unisex,36217.5,1437.0,806.0,2023-01-01,Medium Sale
1768,Candino,Men's watch/Unisex,20130.0,2845.0,1758.0,2000-01-01,Medium Sale
1769,F.P.Journe,Men's watch/Unisex,12366750.0,14642.0,448.0,2015-01-01,High Sale
1772,Venezianico,Men's watch/Unisex,60390.0,14642.0,448.0,2023-01-01,High Sale
1786,Hublot,Men's watch/Unisex,635250.0,256.0,203.0,2024-01-01,Low Sale
1788,Anonimo,Men's watch/Unisex,294360.0,2153.0,1368.0,2024-01-01,Medium Sale
1792,Roger Dubuis,Men's watch/Unisex,2475000.0,1606.0,1147.0,2024-01-01,Medium Sale
1794,Formex,Men's watch/Unisex,190575.0,1075.0,943.0,2024-01-01,Medium Sale
1795,Lanco,Women's watch,29452.5,14642.0,448.0,1970-01-01,High Sale
1797,Ball,Men's watch/Unisex,154687.5,14642.0,448.0,2021-01-01,High Sale
1799,Certina,Men's watch/Unisex,26400.0,2845.0,1758.0,2000-01-01,Medium Sale
1801,Tutima,Men's watch/Unisex,175395.0,1121.0,790.0,2023-01-01,Medium Sale
1807,Mb&f,Men's watch/Unisex,5764687.5,1125.0,853.0,2021-01-01,Medium Sale
1808,Zeppelin,Men's watch/Unisex,174405.0,3109.0,2199.0,2024-01-01,High Sale
1809,Wenger,Men's watch/Unisex,12870.0,14641.0,7432.0,2024-01-01,High Sale
1825,Ming,Men's watch/Unisex,326700.0,14642.0,448.0,2021-01-01,High Sale
1829,Pulsar,Men's watch/Unisex,14767.5,1142.0,789.0,1990-01-01,Medium Sale
1833,Hublot,Men's watch/Unisex,1150875.0,271.0,204.0,2012-01-01,Low Sale
1834,Tutima,Men's watch/Unisex,181747.5,2482.0,1600.0,2024-01-01,Medium Sale
1839,Eberhard & Co.,Women's watch,151635.0,1421.0,885.0,2024-01-01,Medium Sale
1845,Michel Herbelin,Men's watch/Unisex,65010.0,2330.0,1745.0,2024-01-01,Medium Sale
1848,Deep Blue,Men's watch/Unisex,23017.5,411.0,270.0,2023-01-01,Low Sale
1862,Tonino Lamborghini,Men's watch/Unisex,221925.0,598.0,367.0,2023-01-01,Low Sale
1869,Certina,Women's watch,36712.5,274.0,227.0,2022-01-01,Low Sale
1870,Nivada,Men's watch/Unisex,124410.0,374.0,327.0,2024-01-01,Low Sale
1876,Festina,Men's watch/Unisex,43972.5,1176.0,667.0,2024-01-01,Medium Sale
1877,Zeppelin,Men's watch/Unisex,49087.5,401.0,291.0,2024-01-01,Low Sale
1879,Chanel,Men's watch/Unisex,536250.0,1606.0,1147.0,2024-01-01,Medium Sale
1887,Glashütte Original,Men's watch/Unisex,771870.0,1424.0,878.0,2024-01-01,Medium Sale
1889,Bulova,Men's watch/Unisex,82087.5,14642.0,448.0,2022-01-01,High Sale
1890,Out of Order,Men's watch/Unisex,31267.5,1474.0,1090.0,2024-01-01,Medium Sale
1891,Police,Men's watch/Unisex,8827.5,14641.0,7432.0,2024-01-01,High Sale
1892,Swiss Military,Men's watch/Unisex,29452.5,14641.0,7432.0,2024-01-01,High Sale
1894,Mido,Men's watch/Unisex,97020.0,1176.0,667.0,2024-01-01,Medium Sale
1898,Lebeau-Courally,Men's watch/Unisex,322080.0,330.0,275.0,2024-01-01,Low Sale
1902,Tudor,Men's watch/Unisex,676500.0,230.0,190.0,1976-01-01,Low Sale
1905,Venezianico,Men's watch/Unisex,109642.5,819.0,672.0,2024-01-01,Medium Sale
1906,Van Der Bauwede,Men's watch/Unisex,123750.0,14642.0,448.0,1990-01-01,High Sale
1907,Concord,Men's watch/Unisex,60142.5,14642.0,448.0,2024-01-01,High Sale
1909,Hublot,Men's watch/Unisex,1608750.0,226.0,193.0,2024-01-01,Low Sale
1918,Hanhart,Men's watch/Unisex,178942.5,358.0,312.0,2024-01-01,Low Sale
1922,NOMOS,Men's watch/Unisex,371250.0,14642.0,448.0,2021-01-01,High Sale
1924,Diesel,Men's watch/Unisex,6930.0,14642.0,448.0,2018-01-01,High Sale
1928,Zenith,Men's watch/Unisex,519337.5,791.0,574.0,2024-01-01,Medium Sale
1932,Doxa,Men's watch/Unisex,44302.5,308.0,222.0,1970-01-01,Low Sale
1935,Alexander Shorokhoff,Men's watch/Unisex,133320.0,1474.0,1090.0,2024-01-01,Medium Sale
1940,Michel Herbelin,Men's watch/Unisex,47025.0,2330.0,1745.0,2024-01-01,Medium Sale
1943,Roger Dubuis,Men's watch/Unisex,3011250.0,284.0,199.0,2023-01-01,Low Sale
1944,Junghans,Men's watch/Unisex,23100.0,14642.0,448.0,1970-01-01,High Sale
1946,Junghans,Men's watch/Unisex,73837.5,343.0,300.0,2024-01-01,Low Sale
1955,Patek Philippe,Men's watch/Unisex,4166250.0,544.0,399.0,2012-01-01,Low Sale
1956,Breitling,Men's watch/Unisex,507375.0,3088.0,2340.0,2023-01-01,High Sale
1957,Bomberg,Men's watch/Unisex,70125.0,14642.0,448.0,2024-01-01,High Sale
1958,Montblanc,Men's watch/Unisex,156750.0,219.0,144.0,2024-01-01,Low Sale
1959,Nivada,Men's watch/Unisex,83242.5,1075.0,943.0,2024-01-01,Medium Sale
1960,Formex,Men's watch/Unisex,126142.5,1075.0,943.0,2024-01-01,Medium Sale
1963,Junkers,Men's watch/Unisex,61627.5,1156.0,846.0,2024-01-01,Medium Sale
1964,Gaga Milano,Men's watch/Unisex,43807.5,14642.0,448.0,2018-01-01,High Sale
1966,Roamer,Men's watch/Unisex,106507.5,726.0,550.0,2003-01-01,Medium Sale
1969,Raketa,Men's watch/Unisex,13365.0,14642.0,448.0,1990-01-01,High Sale
1977,Cartier,Men's watch/Unisex,1392187.5,1125.0,853.0,2024-01-01,Medium Sale
1980,ck Calvin Klein,Men's watch/Unisex,19140.0,410.0,95.0,2024-01-01,Low Sale
1981,Hugo Boss,Men's watch/Unisex,24997.5,14641.0,7432.0,2024-01-01,High Sale
1984,Fossil,Men's watch/Unisex,7837.5,1393.0,860.0,2004-01-01,Medium Sale
1991,Zodiac,Women's watch,50902.5,1142.0,789.0,1970-01-01,Medium Sale
2000,TW Steel,Men's watch/Unisex,21285.0,14641.0,7432.0,2024-01-01,High Sale
2002,Zeppelin,Women's watch,17820.0,14641.0,7432.0,2024-01-01,High Sale
2005,Grand Seiko,Men's watch/Unisex,3460875.0,3088.0,2340.0,2024-01-01,High Sale
2006,Graham,Men's watch/Unisex,569250.0,1153.0,859.0,2023-01-01,Medium Sale
2008,Chronographe Suisse Cie,Men's watch/Unisex,48262.5,14642.0,448.0,1955-01-01,High Sale
2010,Parmigiani Fleurier,Men's watch/Unisex,738375.0,3088.0,2340.0,2024-01-01,High Sale
2012,Laco,Men's watch/Unisex,195855.0,428.0,348.0,2024-01-01,Low Sale
2020,Moritz Grossmann,Men's watch/Unisex,2800875.0,3088.0,2340.0,2024-01-01,High Sale
2026,Dugena,Men's watch/Unisex,22275.0,229.0,197.0,1960-01-01,Low Sale
2027,HYT,Men's watch/Unisex,1896922.5,1317.0,1067.0,2024-01-01,Medium Sale
2029,Czapek,Men's watch/Unisex,1995345.0,2291.0,1836.0,2024-01-01,Medium Sale
2031,F.P.Journe,Men's watch/Unisex,4747875.0,245.0,189.0,2021-01-01,Low Sale
2035,Victorinox Swiss Army,Men's watch/Unisex,80107.5,2330.0,1745.0,2024-01-01,Medium Sale
2039,Steinhart,Men's watch/Unisex,41167.5,14642.0,448.0,2022-01-01,High Sale
2040,Bulgari,Men's watch/Unisex,903375.0,3088.0,2340.0,2024-01-01,High Sale
2045,Swiss Military,Men's watch/Unisex,31267.5,14641.0,7432.0,2024-01-01,High Sale
2053,Swiss Military,Men's watch/Unisex,98340.0,14641.0,7432.0,2024-01-01,High Sale
2054,Jaquet-Droz,Men's watch/Unisex,532125.0,3088.0,2340.0,2023-01-01,High Sale
2055,Ebel,Men's watch/Unisex,313170.0,340.0,258.0,1990-01-01,Low Sale
2056,Raymond Weil,Men's watch/Unisex,105187.5,14642.0,448.0,2016-01-01,High Sale
2057,Bell & Ross,Men's watch/Unisex,164587.5,14642.0,448.0,2022-01-01,High Sale
2061,Lanco,Women's watch,156585.0,1656.0,1129.0,2024-01-01,Medium Sale
2064,Swiss Military,Men's watch/Unisex,28545.0,14641.0,7432.0,2024-01-01,High Sale
2075,Baume & Mercier,Men's watch/Unisex,186285.0,2224.0,1454.0,2024-01-01,Medium Sale
2084,Louis Erard,Women's watch,161947.5,374.0,268.0,2020-01-01,Low Sale
2087,Audemars Piguet,Women's watch,2466750.0,240.0,141.0,2023-01-01,Low Sale
